27,2015-04-14 19:39:54 UTC,unlabeled,Needs Review
59,2015-04-05 19:12:41 UTC,unlabeled,Needs Review
59,2015-04-05 19:12:41 UTC,labeled,Merged
59,2015-04-05 18:19:04 UTC,labeled,Needs Review
59,2015-04-05 18:18:13 UTC,labeled,Report
59,2015-04-05 18:18:13 UTC,labeled,Group Work
56,2015-04-04 18:42:40 UTC,labeled,Tests
56,2015-04-04 18:42:40 UTC,labeled,Ruby
55,2015-04-04 18:41:59 UTC,labeled,Tests
55,2015-04-04 18:41:59 UTC,labeled,Ruby
11,2015-04-04 18:36:38 UTC,unlabeled,Needs Review
11,2015-04-04 18:36:38 UTC,labeled,Merged
19,2015-04-04 18:34:08 UTC,unlabeled,Needs Review
19,2015-04-04 18:34:08 UTC,labeled,Merged
14,2015-04-04 18:34:01 UTC,unlabeled,Needs Review
14,2015-04-04 18:34:01 UTC,labeled,Merged
13,2015-04-04 18:33:50 UTC,unlabeled,Awaiting Developer's Feedback
13,2015-04-04 18:33:50 UTC,labeled,Merged
54,2015-04-04 18:32:10 UTC,labeled,Presentation
54,2015-04-04 18:32:10 UTC,labeled,Group Work
48,2015-04-03 18:13:05 UTC,unlabeled,Ready for Merge
48,2015-04-03 18:13:05 UTC,labeled,Merged
48,2015-04-03 18:12:04 UTC,unlabeled,Needs Review
48,2015-04-03 18:11:56 UTC,labeled,Ready for Merge
48,2015-04-03 18:10:55 UTC,labeled,Needs Review
12,2015-04-03 17:57:45 UTC,unlabeled,Needs Review
12,2015-04-03 17:57:45 UTC,labeled,Merged
12,2015-04-03 15:37:46 UTC,labeled,Needs Review
13,2015-04-03 15:27:02 UTC,unlabeled,Needs Review
13,2015-04-03 15:27:02 UTC,labeled,Awaiting Developer's Feedback
13,2015-04-03 15:27:02 UTC,labeled,Javascript
49,2015-04-03 06:52:14 UTC,unlabeled,Ready for Merge
49,2015-04-03 06:52:05 UTC,labeled,Merged
49,2015-04-03 06:51:36 UTC,unlabeled,Needs Review
49,2015-04-03 06:51:36 UTC,labeled,Ready for Merge
19,2015-04-03 03:46:09 UTC,labeled,Needs Review
14,2015-04-03 03:45:35 UTC,labeled,Needs Review
13,2015-04-03 03:45:21 UTC,labeled,Needs Review
49,2015-04-03 02:42:45 UTC,labeled,Group Work
49,2015-04-03 02:26:40 UTC,labeled,Report
49,2015-04-03 02:26:40 UTC,labeled,Needs Review
49,2015-04-03 02:26:40 UTC,labeled,Research
9,2015-04-02 22:52:04 UTC,unlabeled,Awaiting Developer's Feedback
9,2015-04-02 22:51:54 UTC,unlabeled,question
9,2015-04-02 22:51:54 UTC,unlabeled,Needs Review
9,2015-04-02 22:51:54 UTC,labeled,Awaiting Developer's Feedback
44,2015-04-02 22:46:37 UTC,unlabeled,Ready for Merge
44,2015-04-02 22:46:28 UTC,labeled,Merged
44,2015-04-02 22:45:26 UTC,unlabeled,Awaiting Developer's Feedback
48,2015-04-02 22:28:37 UTC,labeled,Javascript
9,2015-04-02 22:11:00 UTC,labeled,Needs Review
44,2015-04-02 22:05:40 UTC,unlabeled,Needs Review
44,2015-04-02 22:05:40 UTC,labeled,Awaiting Developer's Feedback
44,2015-04-02 22:05:40 UTC,labeled,Ready for Merge
45,2015-04-02 21:24:12 UTC,labeled,Merged
43,2015-04-02 21:24:12 UTC,labeled,Merged
18,2015-04-02 21:21:00 UTC,unlabeled,Awaiting Developer's Feedback
18,2015-04-02 21:20:04 UTC,unlabeled,Ready for Merge
44,2015-04-02 18:47:26 UTC,labeled,Needs Review
41,2015-04-01 23:41:45 UTC,unlabeled,Needs Review
41,2015-04-01 23:41:45 UTC,labeled,Merged
26,2015-04-01 23:40:55 UTC,unlabeled,Needs Review
26,2015-04-01 23:40:55 UTC,labeled,Merged
25,2015-04-01 23:40:27 UTC,unlabeled,Needs Review
25,2015-04-01 23:40:27 UTC,labeled,Merged
26,2015-04-01 23:03:22 UTC,labeled,Needs Review
43,2015-04-01 22:45:12 UTC,unlabeled,Needs Review
41,2015-04-01 22:08:58 UTC,unlabeled,Awaiting Developer's Feedback
41,2015-04-01 22:08:58 UTC,labeled,Needs Review
44,2015-04-01 19:48:08 UTC,labeled,Code
44,2015-04-01 19:48:08 UTC,labeled,Javascript
41,2015-04-01 19:44:54 UTC,labeled,Awaiting Developer's Feedback
41,2015-04-01 19:44:54 UTC,labeled,Code
43,2015-04-01 09:54:27 UTC,labeled,Needs Review
42,2015-04-01 06:59:41 UTC,labeled,Merged
16,2015-04-01 02:04:09 UTC,labeled,Group Work
37,2015-04-01 01:54:57 UTC,labeled,Merged
40,2015-04-01 01:52:12 UTC,unlabeled,Ready for Merge
18,2015-04-01 01:51:46 UTC,labeled,Ready for Merge
35,2015-04-01 01:51:45 UTC,labeled,Merged
35,2015-04-01 01:51:34 UTC,unlabeled,Ready for Merge
36,2015-04-01 01:51:23 UTC,labeled,Merged
36,2015-04-01 01:51:11 UTC,unlabeled,Needs Review
18,2015-04-01 01:51:01 UTC,unlabeled,Needs Review
18,2015-04-01 01:51:01 UTC,labeled,Awaiting Developer's Feedback
18,2015-04-01 01:50:25 UTC,unlabeled,Ruby
18,2015-04-01 01:50:25 UTC,labeled,Needs Review
18,2015-04-01 01:50:25 UTC,labeled,Javascript
42,2015-03-31 22:22:49 UTC,unlabeled,Needs Review
42,2015-03-31 22:22:49 UTC,unlabeled,Code
25,2015-03-31 22:18:08 UTC,labeled,Needs Review
9,2015-03-31 22:03:57 UTC,labeled,question
42,2015-03-31 22:03:02 UTC,labeled,Needs Review
42,2015-03-31 22:02:49 UTC,labeled,Code
38,2015-03-31 21:57:07 UTC,labeled,Merged
38,2015-03-31 21:56:57 UTC,unlabeled,Redo
41,2015-03-31 21:54:51 UTC,labeled,Javascript
40,2015-03-31 20:39:29 UTC,unlabeled,Ruby
40,2015-03-31 20:39:29 UTC,unlabeled,Awaiting Developer's Feedback
40,2015-03-31 20:39:29 UTC,labeled,Ready for Merge
40,2015-03-31 20:17:47 UTC,unlabeled,Needs Review
40,2015-03-31 20:17:47 UTC,unlabeled,Code
40,2015-03-31 20:17:47 UTC,labeled,Awaiting Developer's Feedback
38,2015-03-31 20:14:11 UTC,unlabeled,Needs Review
38,2015-03-31 20:13:59 UTC,labeled,Needs Review
38,2015-03-31 20:13:39 UTC,unlabeled,Awaiting Developer's Feedback
40,2015-03-31 20:09:48 UTC,labeled,Code
40,2015-03-31 20:09:39 UTC,labeled,Ruby
40,2015-03-31 20:09:21 UTC,labeled,Needs Review
38,2015-03-31 20:06:55 UTC,unlabeled,Needs Review
38,2015-03-31 20:06:55 UTC,labeled,Awaiting Developer's Feedback
38,2015-03-31 20:06:55 UTC,labeled,Redo
39,2015-03-31 20:00:16 UTC,labeled,Code
39,2015-03-31 20:00:16 UTC,labeled,Ruby
38,2015-03-31 05:32:48 UTC,labeled,Needs Review
37,2015-03-31 05:13:50 UTC,labeled,Prototype
36,2015-03-29 22:42:07 UTC,labeled,Needs Review
36,2015-03-29 22:42:07 UTC,labeled,Javascript
35,2015-03-12 01:39:09 UTC,labeled,Ready for Merge
33,2015-03-03 21:44:34 UTC,unlabeled,Needs Review
33,2015-03-03 21:43:38 UTC,labeled,Needs Review
31,2015-03-03 17:19:24 UTC,unlabeled,Needs Review
31,2015-03-03 17:19:24 UTC,labeled,Ready for Merge
32,2015-03-03 17:11:13 UTC,labeled,Bug
31,2015-03-03 03:22:01 UTC,labeled,Needs Review
30,2015-03-02 21:00:33 UTC,labeled,Code
30,2015-03-02 21:00:33 UTC,labeled,Ruby
30,2015-03-02 21:00:33 UTC,labeled,Prototype
29,2015-03-02 20:59:35 UTC,labeled,Code
29,2015-03-02 20:59:35 UTC,labeled,Javascript
29,2015-03-02 20:59:35 UTC,labeled,Prototype
27,2015-03-02 20:50:45 UTC,labeled,Ready for Merge
27,2015-03-02 20:48:54 UTC,labeled,Needs Review
28,2015-03-02 20:16:11 UTC,labeled,Tests
28,2015-03-02 20:16:11 UTC,labeled,Group Work
25,2015-03-02 02:44:23 UTC,labeled,Code
11,2015-03-02 02:42:49 UTC,labeled,Code Review
26,2015-03-02 02:42:25 UTC,labeled,Code
26,2015-03-02 02:42:25 UTC,labeled,Javascript
18,2015-03-02 02:42:05 UTC,unlabeled,Javascript
18,2015-03-02 02:42:05 UTC,labeled,Code
12,2015-03-02 02:41:20 UTC,labeled,Code
9,2015-03-02 02:40:56 UTC,labeled,Code
3,2015-03-02 02:40:30 UTC,labeled,Code
25,2015-03-02 02:35:27 UTC,labeled,Javascript
12,2015-03-02 02:34:25 UTC,unlabeled,Javascript
18,2015-03-02 02:28:43 UTC,unlabeled,Clojure
18,2015-03-02 02:28:43 UTC,labeled,Javascript
12,2015-03-02 02:28:06 UTC,unlabeled,Clojure
12,2015-03-02 02:28:06 UTC,labeled,Javascript
7,2015-03-02 02:27:08 UTC,unlabeled,Clojure
7,2015-03-02 02:27:08 UTC,labeled,Javascript
3,2015-03-02 02:16:20 UTC,unlabeled,Clojure
3,2015-03-02 02:16:20 UTC,labeled,Javascript
2,2015-03-02 02:15:49 UTC,unlabeled,Clojure
2,2015-03-02 02:15:48 UTC,labeled,Javascript
23,2015-02-19 22:28:03 UTC,labeled,Research
15,2015-02-19 19:05:21 UTC,labeled,Group Work
21,2015-02-19 05:46:08 UTC,labeled,Results
21,2015-02-19 05:46:08 UTC,labeled,Research
15,2015-02-19 05:45:09 UTC,labeled,Research
20,2015-02-19 05:44:50 UTC,labeled,Results
16,2015-02-19 05:44:39 UTC,labeled,Research
20,2015-02-19 05:43:47 UTC,labeled,Research
19,2015-02-19 05:43:02 UTC,labeled,Tests
18,2015-02-19 05:42:04 UTC,labeled,Clojure
18,2015-02-19 05:42:04 UTC,labeled,Ruby
17,2015-02-19 05:38:45 UTC,labeled,Research
16,2015-02-19 05:32:55 UTC,labeled,Results
3,2015-02-19 05:29:17 UTC,unlabeled,Ruby
15,2015-02-19 05:17:45 UTC,labeled,Results
14,2015-02-19 05:14:00 UTC,labeled,Tests
13,2015-02-19 05:04:45 UTC,labeled,Tests
12,2015-02-19 05:01:01 UTC,labeled,Clojure
12,2015-02-19 05:01:01 UTC,labeled,Ruby
11,2015-02-19 04:53:43 UTC,unlabeled,Milestone
10,2015-02-19 04:53:43 UTC,unlabeled,Milestone
11,2015-02-19 04:47:54 UTC,labeled,Milestone
11,2015-02-19 04:47:54 UTC,labeled,Group Work
10,2015-02-19 04:46:47 UTC,labeled,Milestone
10,2015-02-19 04:46:47 UTC,labeled,Process
10,2015-02-19 04:46:47 UTC,labeled,Group Work
9,2015-02-19 04:14:25 UTC,labeled,Ruby
9,2015-02-19 04:14:25 UTC,labeled,Prototype
8,2015-02-19 04:12:35 UTC,labeled,Group Work
8,2015-02-19 04:12:35 UTC,labeled,Research
7,2015-02-19 04:11:16 UTC,labeled,Clojure
7,2015-02-19 04:11:16 UTC,labeled,Prototype
7,2015-02-19 04:11:16 UTC,labeled,question
6,2015-02-19 04:10:55 UTC,labeled,Ruby
6,2015-02-19 04:10:55 UTC,labeled,Prototype
6,2015-02-19 04:10:55 UTC,labeled,question
5,2015-02-19 04:10:15 UTC,labeled,Research
4,2015-02-19 04:09:28 UTC,labeled,Research
3,2015-02-10 22:30:11 UTC,labeled,prototype
3,2015-02-10 21:13:45 UTC,labeled,clojure
3,2015-02-10 21:13:45 UTC,labeled,Ruby
2,2015-02-10 21:12:19 UTC,labeled,clojure
1,2015-02-10 21:12:09 UTC,labeled,Ruby
2,2015-02-10 20:59:26 UTC,labeled,Research
1,2015-02-10 20:57:45 UTC,labeled,Research
